date,TCI
2013-01-04,58.50711216304041
2013-01-11,58.55151574411728
2013-01-18,58.52003764098292
2013-01-28,58.579180386753016
2013-02-04,58.56350370424672
2013-02-11,58.55275428891022
2013-02-19,58.51620475211577
2013-02-26,58.51680946559222
2013-03-05,58.47207499828042
2013-03-12,58.509072838975875
2013-03-19,58.49163845851898
2013-03-26,58.45803301412086
2013-04-03,58.43743884951534
2013-04-10,58.424074956466285
2013-04-17,58.29938384197038
2013-04-24,58.32541310320586
2013-05-01,58.29498374868895
2013-05-08,58.530959580143445
2013-05-15,58.581023178145344
2013-05-22,58.57519764081946
2013-05-30,58.47101002246941
2013-06-06,58.356064610290936
2013-06-13,58.23520919529044
2013-06-20,58.484011483011216
2013-06-27,58.19122056673446
2013-07-05,58.54325407251472
2013-07-12,58.614231970969755
2013-07-19,58.51373488799678
2013-07-26,58.48442952150085
2013-08-02,58.491646670357355
2013-08-09,58.4472603874766
2013-08-16,58.406052207047715
2013-08-23,58.4273615370425
2013-08-30,58.23143265593395
2013-09-09,58.1090355682157
2013-09-16,58.127841154240734
2013-09-23,58.26763146858714
2013-09-30,58.233289368626316
2013-10-07,58.217251336655835
2013-10-14,58.1554787737833
2013-10-21,58.14537674826175
2013-10-28,58.137213704414464
2013-11-04,58.148705359362026
2013-11-11,58.22921536351528
2013-11-18,58.08134381889784
2013-11-25,58.05182039104801
2013-12-03,58.10351871583535
2013-12-10,58.00088047687316
2013-12-17,57.98591138104108
2013-12-24,57.97363618873334
2014-01-02,57.87668129133894
2014-01-09,57.918892936380075
2014-01-16,57.95797543918594
2014-01-24,57.99723433481057
2014-01-31,57.928989265736874
2014-02-07,57.9658992233643
2014-02-14,58.00634965566014
2014-02-24,57.90350954854922
2014-03-03,57.858701852643954
2014-03-10,57.863930185966176
2014-03-17,57.86410811150515
2014-03-24,57.854191548691496
2014-03-31,57.81970188759104
2014-04-07,57.83096480279875
2014-04-14,57.84407996325559
2014-04-22,57.81380545410004
2014-04-29,57.844200403032474
2014-05-06,57.848561560005024
2014-05-13,57.786538057799504
2014-05-20,57.813317481320574
2014-05-28,57.795392903041396
2014-06-04,57.728241189544626
2014-06-11,57.75503359210329
2014-06-18,57.74101100118828
2014-06-25,57.791735083021074
2014-07-02,57.80707331274819
2014-07-10,57.762291767964506
2014-07-17,57.81709621168645
2014-07-24,57.920707262049845
2014-07-31,57.91133596530448
2014-08-07,57.14088673550004
2014-08-14,56.28056268663941
2014-08-21,56.08804432738208
2014-08-28,55.92002892918728
2014-09-05,55.89651693635919
2014-09-12,55.814139776246066
2014-09-19,55.8682096563218
2014-09-26,55.65501982614188
2014-10-03,55.36201923009279
2014-10-10,55.088691044521596
2014-10-17,54.810577268384094
2014-10-24,54.70290177083889
2014-10-31,53.80597967954195
2014-11-07,53.915319153111156
2014-11-14,53.45023433252851
2014-11-21,53.28909965841422
2014-12-01,52.44452815947521
2014-12-08,52.58721733147204
2014-12-15,52.16263683016672
2014-12-22,51.86723761169654
2014-12-30,51.79899206226941
2015-01-07,51.915683427308316
2015-01-14,51.998944059099266
2015-01-22,51.99039692912073
2015-01-29,51.87869006118221
2015-02-05,52.08487554775677
2015-02-12,52.15831467361336
2015-02-20,52.19919732641705
2015-02-27,52.19448503071297
2015-03-06,52.15901903891576
2015-03-13,52.085557809292155
2015-03-20,52.01439762000865
2015-03-27,51.89444653949814
2015-04-06,51.82418670933687
2015-04-13,51.60588553135117
2015-04-20,51.507245071576776
2015-04-27,51.44618717492401
2015-05-04,51.52482098295591
2015-05-11,51.319661433909
2015-05-18,51.23419680492863
2015-05-26,51.28379485598469
2015-06-02,51.24256355079082
2015-06-09,50.918562288713076
2015-06-16,50.83506857032505
2015-06-23,50.69547095433079
2015-06-30,50.807910917239965
2015-07-08,50.48274674531542
2015-07-15,50.47279662879992
2015-07-22,50.46001607152907
2015-07-29,50.25334458098733
2015-08-05,50.12340867918242
2015-08-12,50.18507150140116
2015-08-19,50.16518183692868
2015-08-26,50.573251626207096
2015-09-02,50.67600740162467
2015-09-10,50.7160771147075
2015-09-17,50.778089618766984
2015-09-24,50.93344794903459
2015-10-01,51.0513901720236
2015-10-08,51.24904300148541
2015-10-15,51.34288703488022
2015-10-22,51.30885939654564
2015-10-29,51.1940682329889
2015-11-05,51.03027209095855
2015-11-12,51.069414781181514
2015-11-19,51.0281309998376
2015-11-27,50.91783617728959
2015-12-04,50.83121711283843
2015-12-11,50.95315497424853
2015-12-18,51.06838969089922
2015-12-28,51.105987111395066
2016-01-05,51.08886777781327
2016-01-12,51.23777837460882
2016-01-20,51.407733859194664
2016-01-27,51.55275305185337
2016-02-03,51.63555977409943
2016-02-10,51.70189973368675
2016-02-18,51.947380238926314
2016-02-25,51.821703687329496
2016-03-03,51.93164199282245
2016-03-10,51.8630007433546
2016-03-17,51.806490892098324
2016-03-24,51.78189292263737
2016-04-01,51.8240112137703
2016-04-08,51.90046819682159
2016-04-15,51.95416421351236
2016-04-22,51.87866051591488
2016-04-29,51.87134007942467
2016-05-06,51.86208894703583
2016-05-13,51.90243941959468
2016-05-20,51.99198333039072
2016-05-27,52.008572913090696
2016-06-06,52.1105352361739
2016-06-13,52.169705569076754
2016-06-20,51.902505193357804
2016-06-27,52.48122372966722
2016-07-05,52.52944568656423
2016-07-12,52.54943899317772
2016-07-19,52.66087009294775
2016-07-26,52.67663228085803
2016-08-02,52.58391978720297
2016-08-09,52.6248422913621
2016-08-16,52.71625904846691
2016-08-23,52.728758184386656
2016-08-30,52.745614928423436
2016-09-07,52.687122937631855
2016-09-14,52.74611085134364
2016-09-21,52.77809920585221
2016-09-28,52.812817958949054
2016-10-05,52.867416771993696
2016-10-12,52.8256507830538
2016-10-19,52.87712157825927
2016-10-26,52.92302607718
2016-11-02,52.95637587115266
2016-11-09,52.81333380396643
2016-11-16,52.64009580842308
2016-11-23,52.675008916213855
2016-12-01,52.674805983584804
2016-12-08,52.607380552333865
2016-12-15,52.562718604604235
2016-12-22,52.60733216460594
2016-12-30,52.58908815089018
2017-01-09,52.56740568397018
2017-01-17,52.509589319300275
2017-01-24,52.468731797993
2017-01-31,52.41143676284719
2017-02-07,52.36562296198485
2017-02-14,52.43640980739861
2017-02-22,52.48798719679488
2017-03-01,52.43792732559507
2017-03-08,52.45210279513045
2017-03-15,52.4203933409449
2017-03-22,52.502339158634925
2017-03-29,52.61477307415459
2017-04-05,52.675191498968026
2017-04-12,52.63678775860703
2017-04-20,52.66959728905263
2017-04-27,52.72232571492189
2017-05-04,52.73971836891651
2017-05-11,52.71039489264686
2017-05-18,52.79692434028584
2017-05-25,52.87054978885149
2017-06-02,52.878757541588506
2017-06-09,52.80212897344129
2017-06-16,52.88377299390434
2017-06-23,52.91309578080151
2017-06-30,52.888965383948076
2017-07-10,52.805693231791004
2017-07-17,52.73250581028173
2017-07-24,52.72186200500088
2017-07-31,52.72125216421774
2017-08-07,52.69491856537567
2017-08-14,52.79041565092152
2017-08-21,52.83253251749181
2017-08-28,52.850487567695865
2017-09-05,52.86714977591031
2017-09-12,52.906065749886885
2017-09-19,52.924619016223595
2017-09-26,52.802448902521256
2017-10-03,52.91638761583539
2017-10-10,52.87862834065855
2017-10-17,53.049427221395206
2017-10-24,53.02994578383732
2017-10-31,52.989905558575316
2017-11-07,52.90936206167909
2017-11-14,52.96725931236725
2017-11-21,53.06046414651162
2017-11-29,53.14422616654941
2017-12-06,53.10869726838202
2017-12-13,53.31577068480147
2017-12-20,53.40457116383454
2017-12-28,53.53906983052467
2018-01-05,53.29091702179661
2018-01-12,53.214830324584895
2018-01-22,53.298945396892144
2018-01-29,53.23123539988784
2018-02-05,53.272640122669095
2018-02-12,53.33003251211891
2018-02-20,53.35499111136758
2018-02-27,53.43101978292711
2018-03-06,53.355373308110025
2018-03-13,53.47814105205165
2018-03-20,53.5140488624886
2018-03-27,53.73121413214398
2018-04-04,53.827761482035925
2018-04-11,53.92522101029343
2018-04-18,53.85506492448566
2018-04-25,53.882382187785794
2018-05-02,53.909688317254414
2018-05-09,53.963152866591706
2018-05-16,54.105353025886664
2018-05-23,54.15003629834028
2018-05-31,54.11863253551872
2018-06-07,54.13878841588289
2018-06-14,54.1733519997122
2018-06-21,54.096199587313244
2018-06-28,53.925109931639064
2018-07-06,53.8633982649695
2018-07-13,53.88397737098902
2018-07-20,53.97997046831629
2018-07-27,53.89760665554745
2018-08-03,53.87103526333835
2018-08-10,53.81887539028117
2018-08-17,53.693406522928775
2018-08-24,53.41055288565639
2018-08-31,53.20138880043213
2018-09-10,52.989983411357144
2018-09-17,52.797861764999816
2018-09-24,52.8079398603854
2018-10-01,52.55375220716071
2018-10-08,52.39878614126526
2018-10-15,52.421857547215424
2018-10-22,52.49310940404145
2018-10-29,52.85311515002228
2018-11-05,52.91342828577909
2018-11-12,52.936231238185314
2018-11-19,52.94183790067932
2018-11-27,53.0366710525314
2018-12-04,53.45223378938584
2018-12-12,53.39806709622932
2018-12-19,53.467170230164385
2018-12-27,53.39132372484604
2019-01-04,53.48933817683218
2019-01-11,53.44547708573838
2019-01-18,53.39006469445711
2019-01-28,53.29633288030918
2019-02-04,53.32080509815167
2019-02-11,53.1732993286823
2019-02-19,52.84684736337307
2019-02-26,52.81913309644581
2019-03-05,52.71829789184975
2019-03-12,52.7702144730094
2019-03-19,52.82431849823421
2019-03-26,53.055830143008876
2019-04-02,53.12696572249097
2019-04-09,52.983453846542304
2019-04-16,52.99484470754664
2019-04-24,53.041815667798474
2019-05-01,53.048533611079804
2019-05-08,53.14664997125143
2019-05-15,53.19322922526969
2019-05-22,53.146620424606574
2019-05-30,53.147321040628995
2019-06-06,52.992700227267214
2019-06-13,53.012597394336815
2019-06-20,53.0632846478144
2019-06-27,52.80357564856064
2019-07-05,52.668868692203986
2019-07-12,52.54183547231911
2019-07-19,52.642764733932935
2019-07-26,52.640111153191405
2019-08-02,52.71503798443443
2019-08-09,52.9506839518947
2019-08-16,53.354078800361115
2019-08-23,53.624449018016534
2019-08-30,53.69868677222126
2019-09-09,53.82913043883603
2019-09-16,53.88365736211189
2019-09-23,53.83690257568522
2019-09-30,53.822827918994236
2019-10-07,53.958675157551355
2019-10-14,54.00050111196427
2019-10-21,54.036086566221435
2019-10-28,54.07333489651849
2019-11-04,54.14992861902921
2019-11-11,54.19996794847613
2019-11-18,54.24173937652749
2019-11-25,54.19728483212993
2019-12-03,54.18099462397533
2019-12-10,54.191828875360514
2019-12-17,54.27036868442755
2019-12-24,54.25986407143197
2020-01-02,54.325772606303616
2020-01-09,54.23263329238423
2020-01-16,54.17162875253463
2020-01-24,54.09731155298151
2020-01-31,54.32564005644434
2020-02-07,54.417694286822694
2020-02-14,54.364569971662554
2020-02-24,54.61303917348448
2020-03-02,54.08532384979729
2020-03-09,55.83505915161671
2020-03-16,59.92475213089727
2020-03-23,59.02592179373388
2020-03-30,58.00993803986843
2020-04-06,57.844810044921765
2020-04-14,57.36862485849307
2020-04-21,57.38861412679317
2020-04-28,57.33335199710598
2020-05-05,57.321448900244874
2020-05-12,57.33109193339427
2020-05-19,57.2499124705095
2020-05-27,57.13474531641698
2020-06-03,56.97236565904234
2020-06-10,56.883744530117085
2020-06-17,57.01732821612571
2020-06-24,57.05074590581
2020-07-01,57.06445467095874
2020-07-09,57.08595310004655
2020-07-16,57.04100178603104
2020-07-23,56.95222508354554
2020-07-30,56.9337420250718
2020-08-06,56.762862295805576
2020-08-13,56.58892133493163
2020-08-20,56.50767688371075
2020-08-27,56.46213216756051
2020-09-03,56.26651257347656
2020-09-11,56.234358382021
2020-09-18,56.157188160920995
2020-09-25,56.10901576201019
2020-10-02,56.081829663897715
2020-10-09,56.0272183097583
2020-10-16,55.92172898975038
2020-10-23,55.8991588701423
2020-10-30,55.94527175119612
2020-11-06,55.917028233296556
2020-11-13,55.80701778616198
2020-11-20,55.76405579010735
2020-11-30,55.717458409949415
2020-12-07,55.75264264861899
2020-12-14,55.66803939537757
2020-12-21,55.6812586343717
2020-12-29,55.60700733401357
2021-01-06,55.58121897382734
2021-01-13,55.45196934053356
2021-01-21,55.406748002593204
2021-01-28,55.44525664785816
2021-02-04,55.448604641287695
2021-02-11,55.38760212763754
2021-02-19,55.400896653049614
2021-02-26,55.21798980817444
2021-03-05,55.2738939115031
2021-03-12,55.248275885411715
2021-03-19,55.17741378136009
2021-03-26,55.13839173753954
2021-04-05,54.94287882683506
2021-04-12,54.8996390085272
2021-04-19,54.91180652078518
2021-04-26,54.87211164037032
2021-05-03,54.889853135139056
2021-05-10,54.83411552620717
2021-05-17,54.76887226131747
2021-05-24,54.73892442832776
2021-06-01,54.72746476325637
2021-06-08,54.751614615442385
2021-06-15,54.73441952073376
2021-06-22,54.67384935166924
2021-06-29,54.61363018982924
2021-07-07,54.5979651844942
2021-07-14,54.5816442070449
2021-07-21,54.62041132639903
2021-07-28,54.58537532096494
2021-08-04,54.595676880571084
2021-08-11,54.6756502394522
2021-08-18,54.678138526400346
2021-08-25,54.65333493799815
2021-09-01,54.65528509194181
2021-09-09,54.68155677570363
2021-09-16,54.662239588382405
2021-09-23,54.72040946484024
2021-09-30,54.690886973826125
2021-10-07,54.70050291327618
2021-10-14,54.69842179051667
2021-10-21,54.695255961801266
2021-10-28,54.66852413930951
2021-11-04,54.67825104008229
2021-11-11,54.57022698624677
2021-11-18,54.563931011192544
2021-11-26,54.64352464332247
2021-12-03,54.53062614068844
2021-12-10,54.565475805612195
2021-12-17,54.49588950124992
2021-12-27,54.444492338985796
2022-01-03,54.40790027442749
2022-01-10,54.324378490072576
2022-01-18,54.32636024243397
2022-01-25,54.26918351267913
2022-02-01,54.18084946973849
2022-02-08,54.12088289705073
2022-02-15,54.146810161225126
2022-02-23,54.144438313814426
2022-03-02,54.13166594942238
2022-03-09,53.95497590723703
2022-03-16,53.72968888972801
2022-03-23,53.54823620263063
2022-03-30,53.578366329714854
2022-04-06,53.59247407472985
2022-04-13,53.538628560049986
2022-04-21,53.52539104151858
2022-04-28,53.47702707558848
2022-05-05,53.394428342009974
2022-05-12,53.29331132789606
2022-05-19,53.367408616701695
2022-05-26,53.34547255241357
2022-06-03,53.35639892827091
2022-06-10,53.34010377180337
2022-06-17,53.462459660621825
2022-06-27,53.50323993034234
2022-07-05,53.45925150137023
2022-07-12,53.457698373634976
2022-07-19,53.47036582789377
2022-07-26,53.46125443407733
2022-08-02,53.38031777935248
2022-08-09,53.37503484129574
2022-08-16,53.269963494250604
2022-08-23,53.27679667196736
2022-08-30,53.29474100926872
2022-09-07,53.310429446125895
2022-09-14,53.402167379751354
2022-09-21,53.40034205439305
2022-09-28,53.52218039205556
2022-10-05,53.576105029552885
2022-10-12,53.6096409536289
2022-10-19,53.67074477417529
2022-10-26,53.535899122254044
2022-11-02,53.46297128354074
2022-11-09,53.51570449213576
2022-11-16,53.71129181788397
2022-11-23,53.72245695299546
2022-12-01,53.781333394399866
2022-12-08,53.74363919561637
2022-12-15,53.73639204733076
2022-12-22,53.70282888227191
2022-12-30,53.683307669084485
2023-01-09,53.72963308449137
2023-01-17,53.72849517815862
2023-01-24,53.731940287638295
2023-01-31,53.709256365524745
2023-02-07,53.7004945019242
2023-02-14,53.668647178719155
2023-02-22,53.697946640597415
2023-03-01,53.787995853361465
2023-03-08,53.46458682238753
2023-03-15,51.65546259935678
2023-03-22,51.25157812433278
2023-03-29,51.64238346150981
2023-04-05,51.20584183041977
2023-04-13,51.71627945272994
2023-04-20,51.718623849937856
2023-04-27,51.75418605972377
2023-05-04,51.78305814973009
2023-05-11,51.80125847988774
2023-05-18,51.794545437681535
2023-05-25,51.861744068503775
2023-06-02,51.98768302889769
2023-06-09,51.57893922372216
2023-06-16,51.6688713460807
2023-06-26,51.616101009767554
2023-07-03,51.641112074343
2023-07-11,51.64402392721382
2023-07-18,51.68903933091893
2023-07-25,51.71470240970514
2023-08-01,51.8538060782346
2023-08-08,51.91797971823137
2023-08-15,52.19051561528361
2023-08-22,52.16616171114665
2023-08-29,52.25859678895146
2023-09-06,52.243051776080826
2023-09-13,52.1832021389462
2023-09-20,52.19937230202861
2023-09-27,52.25854187421082
2023-10-04,52.29139349107405
2023-10-11,52.302987741072066
2023-10-18,52.249117906940384
2023-10-25,52.2104294445202
2023-11-01,52.06110039427906
2023-11-08,52.08703402369138
2023-11-15,52.16339272577936
2023-11-22,52.169728221586546
2023-11-30,52.186880406721016
2023-12-07,52.19455485926229
2023-12-14,52.29752224671178
2023-12-21,52.339087573451025
2023-12-29,52.353472342588674
2024-01-08,52.40993897755436
2024-01-16,52.61824252712023
2024-01-23,52.600061117529215
2024-01-30,52.53333625391788
2024-02-06,52.486338983806874
2024-02-13,52.501891891784865
2024-02-21,52.63218077360292
2024-02-28,52.54614793364406
2024-03-06,52.60369989827534
2024-03-13,52.60888385903472
2024-03-20,52.658297643209906
2024-03-27,52.69102987100232
2024-04-04,52.77304794304524
2024-04-11,52.74632704938551
2024-04-18,52.723941847191696
2024-04-25,52.646852880335004
2024-05-02,52.71269957753348
2024-05-09,52.759920726356754
2024-05-16,52.69771593010952
2024-05-23,52.670246452749296
2024-05-31,52.63873243581766
2024-06-07,52.706205220853285
2024-06-14,52.58145674038433
2024-06-24,52.63696055157543
2024-07-01,52.653284576853956
2024-07-09,52.72438709670146
2024-07-16,52.5728255472647
2024-07-23,52.59933206961449
2024-07-30,52.72589349048815
2024-08-06,52.829404376374974
2024-08-13,52.877068070803446
2024-08-20,52.90342547274323
2024-08-27,52.95526899483767
2024-09-04,53.012866909763986
2024-09-11,53.05184323975702
2024-09-18,53.03606688186743
2024-09-25,53.04133514021332
2024-10-02,52.948455390701255
2024-10-09,52.89554947647453
2024-10-16,52.883353858301746
2024-10-23,52.87411772632117
2024-10-30,52.86923950589844
2024-11-06,52.88156854510716
2024-11-13,52.9023602843695
2024-11-20,52.876191968770044
2024-11-27,52.63992872367799
2024-12-05,52.62154746762195
2024-12-12,52.58967710354497
2024-12-19,52.79858291984956
2024-12-27,52.71347014527424
2025-01-06,52.69281709809526
2025-01-14,52.6485554567219
2025-01-22,52.668822059039684
2025-01-29,52.67701491981633
2025-02-05,52.81943170249505
2025-02-12,52.757611201665384
2025-02-20,52.64764028357956
2025-02-27,52.65061443694368
2025-03-06,52.560132182765656
2025-03-13,53.06893258083741
2025-03-20,53.25088432159425
2025-03-27,53.34539514488142
2025-04-03,53.31288180246915
2025-04-10,54.29251049078273
2025-04-17,54.24515683836351
2025-04-25,54.09562437852013
2025-05-02,54.14975456710492
2025-05-09,53.984219227437265
2025-05-16,53.853249412000025
2025-05-23,53.746066016362654
2025-06-02,53.72708455905132
2025-06-09,53.67847296450151
2025-06-16,53.28143511868515
2025-06-24,53.148024032913085
2025-07-01,53.13938957913898
2025-07-09,53.19830154107946
2025-07-16,53.16514076810606
2025-07-23,53.065961429602595
2025-07-30,52.98235281272129
2025-08-06,53.05352492362503
2025-08-13,53.07033750288324
2025-08-20,53.00650392246922
2025-08-27,52.93426483193397
2025-09-04,52.800646198346385
2025-09-11,52.752776882926206
2025-09-18,52.49716561375083
2025-09-25,52.423214529074976
2025-10-02,52.128677280852
2025-10-09,51.94027058027969
2025-10-16,51.86383520157125
2025-10-23,51.60629215077567
2025-10-30,51.62791583100373
2025-11-06,51.641445546305576
2025-11-13,51.04921300044513
2025-11-20,51.12016532334563
2025-11-28,51.07546383225726
2025-12-05,50.900796909988706
2025-12-12,50.88141281640351
2025-12-19,50.76020729527529
